本词	国际音标	方言拼音	汉语拼音	词汇属性	对应官话词	官话拼音	词频	同义词	新旧标记
渔具	ȵie5 tɕʰy6	nie4 qyu5	yu2 ju4	赣			47		
湖南大学	fu5 lan5 tʰai6 hɔʔ8	fu4 lan4 tai5 hok7	hu2 nan2 da4 xue2	赣			47		
滚瓜烂熟	kun3 kua1 lan6 suʔ8	gun3 gua1 lan5 suk7	gun3 gua1 lan4 shu2	赣			47		
漫无边际	man6 u5 piɛn1 tɕi5	man5 wu4 bien1 ji4	man4 wu2 bian1 ji4	赣			47		
潜水员	tɕʰien2 sui3 yon5	qien2 sui3 yuon4	qian2 shui3 yuan2	赣			47		
潜热	tɕʰien2 lɛt7	qien2 let6	qian2 re4	赣			47		
潸然泪下	san1 lɛn5 li6 ha6	san1 len4 li5 ha5	shan1 ran2 lei4 xia4	赣			47		
激进派	tɕit7 tɕin5 pʰai3	jit6 jin4 pai3	ji1 jin4 pai4	赣			47		
火上浇油	fo3 sɔŋ6 tɕiɛu1 iu5	fo3 song5 jieu1 yiu4	huo3 shang4 jiao1 you2	赣			47		
火炭	fo3 tʰan3	fo3 tan3	huo3 tan4	赣			47		
灵牌	lin5 pʰai2	lin4 pai2	ling2 pai2	赣			47		
炊具	tsʰui1 tɕʰy6	cui1 qyu5	chui1 ju4	赣			47		
热值	lɛt7 tsɿʔ8	let6 zik7	re4 zhi2	赣			25047		
热气球	lɛt7 tɕʰi3 tɕʰiu2	let6 qi3 qiu2	re4 qi4 qiu2	赣			47		
烽火台	fuŋ1 fo3 tʰai2	fung1 fo3 tai2	feng1 huo3 tai2	赣			47		
熊元献	ɕiuŋ5 ȵyon5 ɕiɛn5	xiung4 nyuon4 xien4	xiong2 yuan2 xian4	赣			47		
熟铁	suʔ8 tʰiɛt7	suk7 tiet6	shu2 tie3	赣			47		
燃放	lɛn5 fɔŋ5	len4 fong4	ran2 fang4	赣			47		
燕园	iɛn3 yon5	yen3 yuon4	yan4 yuan2	赣			47		
物镜	ut7 tɕiaŋ5	wut6 jiang4	wu4 jing4	赣			47		
状态方程	tsʰɔŋ6 tʰai3 fɔŋ1 tsʰɨn2	cong5 tai3 fong1 cen2	zhuang4 tai4 fang1 cheng2	赣			47		
玩乐	uan5 lɔʔ7	wan4 lok6	wan2 le4	赣			47		
球拍	tɕʰiu2 pʰaʔ7	qiu2 pak6	qiu2 pai1	赣			47		
理论物理	li3 lɨn6 ut7 li3	li3 len5 wut6 li3	li3 lun4 wu4 li3	赣			47		
琉球群岛	liu5 tɕʰiu2 tɕʰyn2 tau3	liu4 qiu2 qyun2 dau3	liu2 qiu2 qun2 dao3	赣			47		
生死之交	sɛn1 sɿ3 tsɿ1 kau1	sen1 si3 zi1 gau1	sheng1 si3 zhi1 jiao1	赣			47		
田主	tʰiɛn2 tsu3	tien2 zu3	tian2 zhu3	赣			47		
电子政务	tʰiɛn6 tsɿ3 tsɨn5 u6	tien5 zi3 zen4 wu5	dian4 zi5 zheng4 wu4	赣			47		
男女平等	lan5 ȵy3 pʰin2 tɛn3	lan4 nyu3 pin2 den3	nan2 nv3 ping2 deng3	赣			47		
界外球	kai5 uai6 tɕʰiu2	gai4 wai5 qiu2	jie4 wai4 qiu2	赣			47		
留人	liu5 ȵin5	liu4 nin4	liu2 ren2	赣			47		
疯话	fuŋ1 ua6	fung1 wa5	feng1 hua4	赣			47		
痛风	tʰuŋ3 fuŋ1	tung3 fung1	tong4 feng1	赣			47		
白令海	pʰaʔ8 lin6 hai3	pak7 lin5 hai3	bai2 ling4 hai3	赣			47		
白山	pʰaʔ8 san1	pak7 san1	bai2 shan1	赣			47		
白恩杰	pʰaʔ8 ŋiɛn1 tɕʰiɛt7	pak7 ngien1 qiet6	bai2 en1 jie2	赣			47		
百强	paʔ7 tɕʰiɔŋ2	bak6 qiong2	bai3 qiang2	赣			47		
皇甫阁	fɔŋ5 pʰu3 kɔʔ7	fong4 pu3 gok6	huang2 fu3 ge2	赣			47		
皎然	tɕieu3 lɛn5	jieu3 len4	jiao3 ran2	赣			47		
盆中	pʰən2 tsuŋ1	pen2 zung1	pen2 zhong1	赣			47		
盐化	iɛn5 ɸᴀ5	yen4 fa4	yan2 hua4	赣			47		
盐枭	iɛn5 tɕieu1	yen4 jieu1	yan2 xiao1	赣			47		
看官	kʰon3 kuon1	kon3 guon1	kan4 guan1	赣			47		
真面目	tsɨn1 miɛn6 muʔ7	zen1 mien5 muk6	zhen1 mian4 mu4	赣			47		
着床	tsoʔ7 tsʰɔŋ2	zok6 cong2	zhe5 chuang2	赣			47		
短兵相接	ton3 pin1 ɕiɔŋ1 tɕiɛt7	don3 bin1 xiong1 jiet6	duan3 bing1 xiang1 jie1	赣			47		
短工	ton3 kuŋ1	don3 gung1	duan3 gong1	赣			47		
砀山	tʰɔŋ2 san1	tong2 san1	dang4 shan1	赣			47		
砍伤	kʰan3 sɔŋ1	kan3 song1	kan3 shang1	赣			47		
破烂不堪	pʰo5 lan6 pet7 kʰon1	po4 lan5 bet6 kon1	po4 lan4 bu4 kan1	赣			47		
硕果	sɔʔ7 kuo3	sok6 guo3	shuo4 guo3	赣			47		
硬弓	ŋaŋ6 kuŋ1	ngang5 gung1	ying4 gong1	赣			47		
磁感应	tsʰɿ2 kon3 in5	ci2 gon3 yin4	ci2 gan3 ying4	赣			47		
示波器	sɿ6 po1 tɕʰi3	si5 bo1 qi3	shi4 bo1 qi4	赣			47		
神乎其神	sɨn5 fu5 tɕʰi2 sɨn5	sen4 fu4 qi2 sen4	shen2 hu1 qi2 shen2	赣			47		
神秘感	sɨn5 pi5 kon3	sen4 bi4 gon3	shen2 mi4 gan3	赣			47		
神龛	sɨn5 kʰon1	sen4 kon1	shen2 kan1	赣			47		
票友	pʰiɛu3 iu3	pieu3 yiu3	piao4 you3	赣			47		
租车	tsu1 tsʰa1	zu1 ca1	zu1 che1	赣			47		
程序化	tsʰɨn2 ɕy6 ɸᴀ5	cen2 xyu5 fa4	cheng2 xu4 hua4	赣			47		
程颢	tsʰɨn2 hau6	cen2 hau5	cheng2 hao4	赣			47		
税则	sui5 tsɛt7	sui4 zet6	shui4 ze2	赣			47		
穹顶	kʰuŋ1 tin3	kung1 din3	qiong2 ding3	赣			47		
空山	kʰuŋ1 san1	kung1 san1	kong1 shan1	赣			47		
笑纳	ɕiɛu5 lat7	xieu4 lat6	xiao4 na4	赣			47		
笔致	pit7 tsɿ5	bit6 zi4	bi3 zhi4	赣			47		
第三只	tʰi6 san1 tsɿʔ7	ti5 san1 zik6	di4 san1 zhi3	赣			47		
第三道	tʰi6 san1 tʰau6	ti5 san1 tau5	di4 san1 dao4	赣			47		
第五天	tʰi6 ŋ̍3 tʰiɛn1	ti5 ng3 tien1	di4 wu3 tian1	赣			5047		
第六卷	tʰi6 liuʔ7 tɕyon5	ti5 liuk6 jyuon4	di4 liu4 juan3	赣			47		
精当	tɕin1 tɔŋ1	jin1 dong1	jing1 dang4	赣			47		
糟踏	tsau1 tʰat7	zau1 tat6	zao1 ta4	赣			47		
织女星	tsɨt7 ȵy3 ɕin1	zet6 nyu3 xin1	zhi1 nv3 xing1	赣			47		
经委	tɕin1 ui3	jin1 wui3	jing1 wei3	赣			47		
结余	tɕiɛt7 y5	jiet6 yu4	jie2 yu2	赣			47		
维克斯	ui5 kʰiɛt7 sɿ1	wui4 kiet6 si1	wei2 ke4 si1	赣			47		
绿宝石	lyt6 pau3 sɨt7	lyut5 bau3 set6	lv4 bao3 shi2	赣			47		
缓期	fon3 tɕʰi2	fon3 qi2	huan3 qi1	赣			47		
缚鸡之力	poʔ7 tɕi1 tsɿ1 lit7	bok6 ji1 zi1 lit6	fu4 ji1 zhi1 li4	赣			47		
缺额	tɕʰyot7 ŋiɛt7	qyuot6 ngiet6	que1 e2	赣			47		
罗安江	lo5 ŋon1 kɔŋ1	lo4 ngon1 gong1	luo2 an1 jiang1	赣			47		
罗马城	lo5 ma1 tsʰɨn2	lo4 ma1 cen2	luo2 ma3 cheng2	赣			47		
羊水	iɔŋ5 sui3	yong4 sui3	yang2 shui3	赣			47		
美中不足	mi3 tsuŋ1 pet7 tɕiuʔ7	mi3 zung1 bet6 jiuk6	mei3 zhong1 bu4 zu2	赣			47		
美国在线	mi3 kuɛt7 tsʰai6 ɕiɛn5	mi3 guet6 cai5 xien4	mei3 guo2 zai4 xian4	赣			47		
耳廓	ɵ3 kʰuɔʔ7	o3 kuok6	er3 kuo4	赣			47		
股份合作制	ku3 fɨn6 hot8 tsɔʔ7 tsɿ5	gu3 fen5 hot7 zok6 zi4	gu3 fen4 he2 zuo4 zhi4	赣			47		
脑细胞	lau3 ɕi5 pau1	lau3 xi4 bau1	nao3 xi4 bao1	赣			47		
腥风血雨	ɕiaŋ1 fuŋ1 ɕyot7 y3	xiang1 fung1 xyuot6 yu3	xing1 feng1 xue4 yu3	赣			47		
腮帮子	sai1 pɔŋ1 tsɿ3	sai1 bong1 zi3	sai1 bang1 zi5	赣			47		
腰围	iɛu1 ui5	yeu1 wui4	yao1 wei2	赣			47		
自诉	tsʰɿ6 su5	ci5 su4	zi4 su4	赣			47		
舞者	u3 tsa3	wu3 za3	wu3 zhe3	赣			47		
航天站	hɔŋ2 tʰiɛn1 tsan5	hong2 tien1 zan4	hang2 tian1 zhan4	赣			47		
船篷	son5 pʰuŋ2	son4 pung2	chuan2 peng2	赣			47		
良友	liɔŋ5 iu3	liong4 yiu3	liang2 you3	赣			47		
良辰	liɔŋ5 sɨn5	liong4 sen4	liang2 chen2	赣			47		
节欲	tɕiɛt7 yt7	jiet6 yut6	jie2 yu4	赣			47		
花容月貌	fa1 iuŋ5 ȵyot8 mau6	fa1 yung4 nyuot7 mau5	hua1 rong2 yue4 mao4	赣			47		
苏格兰人	su1 kiɛt7 lan5 ȵin5	su1 giet6 lan4 nin4	su1 ge2 lan2 ren2	赣			47		
若虫	lɔʔ7 tsʰuŋ2	lok6 cung2	ruo4 chong2	赣			47		
茸毛	luŋ5 mau5	lung4 mau4	rong1 mao2	赣			47		
荒诞不经	fɔŋ1 tʰan6 pet7 tɕin1	fong1 tan5 bet6 jin1	huang1 dan4 bu4 jing1	赣			47		
莫如	mot8 lu5	mot7 lu4	mo4 ru2	赣			47		
萧瑟	ɕiɛu1 sɛt7	xieu1 set6	xiao1 se4	赣			47		
蒙牛	muŋ5 ȵiu5	mung4 niu4	meng2 niu2	赣			47		
蔡永兴	tsʰai3 iuŋ3 ɕin1	cai3 yung3 xin1	cai4 yong3 xing1	赣			47		
虎啸	fu3 ɕieu5	fu3 xieu4	hu3 xiao4	赣			47		
虾类	ha1 lui6	ha1 lui5	xia1 lei4	赣			47		
蛇胆	sa5 tan3	sa4 dan3	she2 dan3	赣			47		
蜡丸	lat7 yon5	lat6 yuon4	la4 wan2	赣			47		
蝶泳	tʰiɛt7 iuŋ6	tiet6 yung5	die2 yong3	赣			47		
融融	iuŋ5 iuŋ5	yung4 yung4	rong2 rong2	赣			47		
螺丝	lo5 sɿ1	lo4 si1	luo2 si1	赣			47		
血腥气	ɕyot7 ɕiaŋ1 tɕʰi3	xyuot6 xiang1 qi3	xue4 xing1 qi4	赣			47		
衣橱	i1 tɕʰy2	yi1 qyu2	yi1 chu2	赣			47		
表示法	piɛu3 sɿ6 fat7	bieu3 si5 fat6	biao3 shi4 fa3	赣			47		
褚墨伦	tɕy3 mɛt7 lun5	jyu3 met6 lun4	chu3 mo4 lun2	赣			47		
角闪石	kɔʔ7 sɛn5 sɨt7	gok6 sen4 set6	jiao3 shan3 shi2	赣			47		
言念	ȵiɛn5 ȵiɛn6	nien4 nien5	yan2 nian4	赣			47		
言而有信	ȵiɛn5 ɵ5 iu3 ɕin5	nien4 o4 yiu3 xin4	yan2 er2 you3 xin4	赣			47		
詹事府	tsɛn1 sɿ6 fu3	zen1 si5 fu3	zhan1 shi4 fu3	赣			47		
计大妙	tɕi5 tʰai6 miɛu6	ji4 tai5 mieu5	ji4 da4 miao4	赣			47		
计票	tɕi5 pʰiɛu3	ji4 pieu3	ji4 piao4	赣			47		
讹诈	ŋo5 tsa5	ngo4 za4	e2 zha4	赣			47		
论处	lɨn6 tsʰu3	len5 cu3	lun4 chu3	赣			47		
诗文集	sɿ1 uen5 tɕit7	si1 wun4 jit6	shi1 wen2 ji2	赣			47		
语音学	ȵy3 in1 hɔʔ8	nyu3 yin1 hok7	yu3 yin1 xue2	赣			47		
调虎离山	tʰiɛu6 fu3 li5 san1	tieu5 fu3 li4 san1	diao4 hu3 li2 shan1	赣			47		
谋臣	mɛu5 tsʰɨn2	meu4 cen2	mou2 chen2	赣			47		
豪侠	hau2 hat7	hau2 hat6	hao2 xia2	赣			47		
豪士	hau2 sɿ6	hau2 si5	hao2 shi4	赣			47		
财大	tsʰai2 tʰai6	cai2 tai5	cai2 da4	赣			47		
败给	pʰai6 tɕit7	pai5 jit6	bai4 gei3	官			47		
贪污腐化	tʰon1 u1 fu3 ɸᴀ5	ton1 wu1 fu3 fa4	tan1 wu1 fu3 hua4	赣			47		
赤卫队	tsʰɨt7 ui6 tui5	cet6 wui5 dui4	chi4 wei4 dui4	赣			30047		
赤峰市	tsʰɨt7 fuŋ1 sɿ6	cet6 fung1 si5	chi4 feng1 shi4	赣			47		
赤松	tsʰɨt7 suŋ1	cet6 sung1	chi4 song1	赣			47		
赤水河	tsʰɨt7 sui3 ho2	cet6 sui3 ho2	chi4 shui3 he2	赣			47		
走俏	tsɛu3 tɕʰiɛu3	zeu3 qieu3	zou3 qiao4	赣			47		
走马上任	tsɛu3 ma1 sɔŋ6 lɨn6	zeu3 ma1 song5 len5	zou3 ma3 shang4 ren4	赣			47		
赶场	kon3 tsʰɔŋ3	gon3 cong3	gan3 chang2	赣			47		
趋之若鹜	tɕʰy1 tsɿ1 lɔʔ7 u6	qyu1 zi1 lok6 wu5	qu1 zhi1 ruo4 wu4	赣			47		
踏遍	tʰat7 piɛn5	tat6 bien4	ta4 bian4	赣			47		
躯干部	tɕʰy1 kon1 pʰu6	qyu1 gon1 pu5	qu1 gan4 bu4	赣			47		
转基因	tson3 tɕi1 in1	zon3 ji1 yin1	zhuan3 ji1 yin1	赣			47		
输油管	su1 iu5 kuon3	su1 yiu4 guon3	shu1 you2 guan3	赣			47		
辔头	pi5 tʰɛu2	bi4 teu2	pei4 tou2	赣			47		
辞海	tsʰɿ2 hai3	ci2 hai3	ci2 hai3	赣			47		
迟暮	tsʰɿ2 mu6	ci2 mu5	chi2 mu4	赣			47		
追思	tsui1 sɿ1	zui1 si1	zhui1 si1	赣			47		
通县	tʰuŋ1 ɕiɛn6	tung1 xien5	tong1 xian4	赣			47		
通河	tʰuŋ1 ho2	tung1 ho2	tong1 he2	赣			47		
道奇	tʰau6 tɕʰi2	tau5 qi2	dao4 qi2	赣			47		
遗尿	i5 ȵiɛu6	yi4 nieu5	yi2 niao4	赣			47		
邓绶林	tʰɛn6 seu6 lin5	ten5 seu5 lin4	deng4 shou4 lin2	赣			47		
郝思文	tsʰət7 sɿ1 uen5	cet6 si1 wun4	hao3 si1 wen2	赣			47		
酸酐	son1 hɔŋ3	son1 hong3	suan1 gan1	赣			47		
醉醺醺	tsui5 ɕyn1 ɕyn1	zui4 xyun1 xyun1	zui4 xun1 xun1	赣			47		
重阳节	tsʰuŋ2 iɔŋ5 tɕiɛt7	cung2 yong4 jiet6	chong2 yang2 jie2	赣			47		
金光明	tɕin1 kuɔŋ1 min5	jin1 guong1 min4	jin1 guang1 ming2	赣			47		
针剂	tsɨn1 tɕʰi6	zen1 qi5	zhen1 ji4	赣			47		
针叶树	tsɨn1 iɛt7 su6	zen1 yet6 su5	zhen1 ye4 shu4	赣			47		
钱三强	tɕʰiɛn2 san1 tɕʰiɔŋ2	qien2 san1 qiong2	qian2 san1 qiang2	赣			47		
铁匠铺	tʰiɛt7 tɕʰiɔŋ6 pʰu1	tiet6 qiong5 pu1	tie3 jiang4 pu4	赣			47		
铁托	tʰiɛt7 tʰɔʔ7	tiet6 tok6	tie3 tuo1	赣			47		
铜片	tʰuŋ2 pʰiɛn5	tung2 pien4	tong2 pian4	赣			47		
铺陈	pʰu1 tsʰən2	pu1 cen2	pu1 chen2	赣			47		
锁上	so3 sɔŋ6	so3 song5	suo3 shang4	赣			47		
错杂	tsʰo3 tsʰat7	co3 cat6	cuo4 za2	赣			47		
闷响	mɨn6 ɕiɔŋ3	men5 xiong3	men4 xiang3	赣			47		
阴湿	in1 sɨt7	yin1 set6	yin1 shi1	赣			47		
阿克巴	ŋa1 kʰiɛt7 pa1	nga1 kiet6 ba1	a1 ke4 ba1	赣			47		
阿司匹林	ŋa1 sɿ1 pʰi2 lin5	nga1 si1 pi2 lin4	a1 si1 pi3 lin2	赣			47		
阿鲁台	ŋa1 lu3 tʰai2	nga1 lu3 tai2	a1 lu3 tai2	赣			47		
陆九渊	luʔ7 tɕiu3 yon1	luk6 jiu3 yuon1	lu4 jiu3 yuan1	赣			47		
陈晓兰	tsʰən2 ɕiɛu3 lan5	cen2 xieu3 lan4	chen2 xiao3 lan2	赣			47		
雁行	an6 ɕin5	an5 xin4	yan4 hang2	赣			47		
雍和宫	iuŋ1 fo5 kuŋ1	yung1 fo4 gung1	yong1 he2 gong1	赣			47		
震旦	tsɨn5 tan5	zen4 dan4	zhen4 dan4	赣			47		
青云	tɕʰin1 yn5	qin1 yun4	qing1 yun2	赣			47		
颌骨	hon6 kut7	hon5 gut6	he2 gu3	赣			47		
颜真卿	ŋæn5 tsɨn1 tɕʰin1	ngan4 zen1 qin1	yan2 zhen1 qing1	赣			47		
风俗画	fuŋ1 ɕiuʔ7 fa6	fung1 xiuk6 fa5	feng1 su2 hua4	赣			47		
飘香	pʰiɛu1 ɕiɔŋ1	pieu1 xiong1	piao1 xiang1	赣			47		
食邑	sɨt7 it7	set6 yit6	shi2 yi4	赣			47		
饭堂	fan6 tʰɔŋ2	fan5 tong2	fan4 tang2	赣			47		
香皂	ɕiɔŋ1 tsʰau6	xiong1 cau5	xiang1 zao4	赣			47		
马关	ma1 kuan1	ma1 guan1	ma3 guan1	赣			47		
马彦超	ma1 ȵien6 tsʰɛu1	ma1 nien5 ceu1	ma3 yan4 chao1	赣			47		
驿卒	it7 tsuət7	yit6 zuet6	yi4 zu2	赣			47		
高个儿	kau1 ko5 ɵ5	gau1 go4 o4	gao1 ge4 er5	官			47		
鲁山	lu3 san1	lu3 san1	lu3 shan1	赣			47		
鲜于通	ɕiɛn1 y5 tʰuŋ1	xien1 yu4 tung1	xian1 yu2 tong1	赣			47		
鸡肋	tɕi1 lɛt7	ji1 let6	ji1 lei4	赣			47		
麻类	ma5 lui6	ma4 lui5	ma2 lei4	赣			47		
麻老四	ma5 lau3 sɿ5	ma4 lau3 si4	ma2 lao3 si4	赣			47		
麻脸	ma5 liɛn3	ma4 lien3	ma2 lian3	赣			47		
黄巢起义	uɔŋ5 tsʰau2 tɕʰi3 ȵi6	wong4 cau2 qi3 ni5	huang2 chao2 qi3 yi4	赣			47		
黑天	hɛt7 tʰiɛn1	het6 tien1	hei1 tian1	赣			47		
鼓鼓的	ku3 ku3 tit7	gu3 gu3 dit6	gu3 gu3 de5	官			47		
鼻烟壶	pʰit8 iɛn1 fu5	pit7 yen1 fu4	bi2 yan1 hu2	赣			47		
一罐	it7 kuon5	yit6 guon4	yi1 guan4	赣			46		
一钱不值	it7 tɕʰiɛn2 pet7 tsɿʔ8	yit6 qien2 bet6 zik7	yi1 qian2 bu4 zhi2	赣			46		
七情	tɕʰit7 tɕʰin2	qit6 qin2	qi1 qing2	赣			46		
万劫谷	uan6 tɕiɛt7 kuʔ7	wan5 jiet6 guk6	wan4 jie2 gu3	赣			46		
三万两	san1 uan6 liɔŋ3	san1 wan5 liong3	san1 wan4 liang3	赣			46		
三家村	san1 ka1 tsʰun1	san1 ga1 cun1	san1 jia1 cun1	赣			46		
三流	san1 liu5	san1 liu4	san1 liu2	赣			46		
三脚	san1 tɕiɔʔ7	san1 jiok6	san1 jiao3	赣			46		
上海铁路局	sɔŋ6 hai3 tʰiɛt7 lu6 tɕʰyt7	song5 hai3 tiet6 lu5 qyut6	shang4 hai3 tie3 lu4 ju2	赣			46		
下挫	ha6 tsʰo3	ha5 co3	xia4 cuo4	赣			46		
不义之财	pet7 ȵi6 tsɿ1 tsʰai2	bet6 ni5 zi1 cai2	bu4 yi4 zhi1 cai2	赣			46		
不冷不热	pet7 laŋ3 pet7 lɛt7	bet6 lang3 bet6 let6	bu4 leng3 bu4 re4	赣			46		
不甘示弱	pet7 kon1 sɿ6 lɔʔ7	bet6 gon1 si5 lok6	bu4 gan1 shi4 ruo4	赣			46		
不识时务	pet7 sɨt7 sɿ5 u6	bet6 set6 si4 wu5	bu4 shi2 shi2 wu4	赣			46		
与人为善	y3 ȵin5 ui5 sɛn6	yu3 nin4 wui4 sen5	yu3 ren2 wei2 shan4	赣			46		
两滴	liɔŋ3 tit7	liong3 dit6	liang3 di1	赣			46		
严词	ȵien5 tsʰɿ2	nien4 ci2	yan2 ci2	赣			46		
中共中央党校	tsuŋ1 kʰuŋ6 tsuŋ1 iɔŋ1 tɔŋ3 kau5	zung1 kung5 zung1 yong1 dong3 gau4	zhong1 gong4 zhong1 yang1 dang3 xiao4	赣			46		
中国农工民主党	tsuŋ1 kuɛt7 luŋ5 kuŋ1 min5 tsu3 tɔŋ3	zung1 guet6 lung4 gung1 min4 zu3 dong3	zhong1 guo2 nong2 gong1 min2 zhu3 dang3	赣			46		
中国同盟会	tsuŋ1 kuɛt7 tʰuŋ2 min5 fɨi6	zung1 guet6 tung2 min4 fei5	zhong1 guo2 tong2 meng2 hui4	赣			46		
中国海关	tsuŋ1 kuɛt7 hai3 kuan1	zung1 guet6 hai3 guan1	zhong1 guo2 hai3 guan1	赣			46		
中旅总社	tsuŋ1 li3 tsuŋ3 sa6	zung1 li3 zung3 sa5	zhong1 lv3 zong3 she4	赣			46		
丰台区	fuŋ1 tʰai2 tɕʰy1	fung1 tai2 qyu1	feng1 tai2 qu1	赣			46		
主动轮	tsu3 tʰuŋ6 lɨn5	zu3 tung5 len4	zhu3 dong4 lun2	赣			46		
乐理	iɔʔ7 li3	yok6 li3	yue4 li3	赣			46		
乘数	sɨn5 su5	sen4 su4	cheng2 shu4	赣			46		
乞婆	tɕʰit7 pʰo2	qit6 po2	qi3 po2	赣			46		
书屋	su1 uʔ7	su1 wuk6	shu1 wu1	赣			46		
乱来	lon6 lei5	lon5 lei4	luan4 lai2	赣			46		
于洋	y5 iɔŋ5	yu4 yong4	yu2 yang2	赣			46		
云烟	yn5 iɛn1	yun4 yen1	yun2 yan1	赣			46		
井边	tɕiaŋ3 piɛn1	jiang3 bien1	jing3 bian1	赣			46		
亚利桑那州	ŋa3 li6 sɔŋ1 la3 tsɛu1	nga3 li5 song1 la3 zeu1	ya4 li4 sang1 na4 zhou1	赣			46		
亚的斯亚贝巴	ŋa3 tit7 sɿ1 ŋa3 pi5 pa1	nga3 dit6 si1 nga3 bi4 ba1	ya4 de5 si1 ya4 bei4 ba1	赣			46		
亚非拉	ŋa3 fɨi1 la1	nga3 fei1 la1	ya4 fei1 la1	赣			46		
亚音速	ŋa3 in1 suʔ7	nga3 yin1 suk6	ya4 yin1 su4	赣			46		
交易量	kau1 i6 liɔŋ5	gau1 yi5 liong4	jiao1 yi4 liang4	赣			46		
享有盛誉	ɕiɔŋ3 iu3 sɨn6 y6	xiong3 yiu3 sen5 yu5	xiang3 you3 sheng4 yu4	赣			46		
亲民党	tɕʰin1 min5 tɔŋ3	qin1 min4 dong3	qin1 min2 dang3	赣			46		
从简	tsʰuŋ2 kan3	cung2 gan3	cong2 jian3	赣			46		
价值链	ka5 tsɿʔ8 liɛn6	ga4 zik7 lien5	jia4 zhi2 lian4	赣			46		
伊利湖	i1 li6 fu5	yi1 li5 fu4	yi1 li4 hu2	赣			46		
传习	tsʰon2 ɕit7	con2 xit6	chuan2 xi2	赣			46		
供电局	kuŋ1 tʰiɛn6 tɕʰyt7	gung1 tien5 qyut6	gong1 dian4 ju2	赣			46		
信源	ɕin5 ȵyon5	xin4 nyuon4	xin4 yuan2	赣			46		
修水	ɕiu1 sui3	xiu1 sui3	xiu1 shui3	赣			46		
倍率	pʰi5 lyt8	pi4 lyut7	bei4 lv4	赣			25046		
倒刺	tau3 tsʰɿ3	dau3 ci3	dao4 ci4	赣			46		
假根	ka3 kiɛn1	ga3 gien1	jia3 gen1	赣			46		
假释	ka3 sɨt7	ga3 set6	jia3 shi4	赣			46		
克复	kʰiɛt7 fuʔ7	kiet6 fuk6	ke4 fu4	赣			46		
六家	liuʔ7 ka1	liuk6 ga1	liu4 jia1	赣			46		
兰州市	lan5 tsɛu1 sɿ6	lan4 zeu1 si5	lan2 zhou1 shi4	赣			46		
兰考	lan5 kʰau3	lan4 kau3	lan2 kao3	赣			46		
内忧外患	lui6 iu1 uai6 fon6	lui5 yiu1 wai5 fon5	nei4 you1 wai4 huan4	赣			46		
内敛	lui6 lien3	lui5 lien3	nei4 lian3	赣			46		
内质网	lui6 tsɨt7 uɔŋ3	lui5 zet6 wong3	nei4 zhi4 wang3	赣			46		
再嫁	tsai5 ka5	zai4 ga4	zai4 jia4	赣			46		
军品	tɕyn1 pʰin3	jyun1 pin3	jun1 pin3	赣			46		
军界	tɕyn1 kai5	jyun1 gai4	jun1 jie4	赣			46		
农技	luŋ5 tɕʰi6	lung4 qi5	nong2 ji4	赣			46		
冲毁	tsʰuŋ1 fɨi3	cung1 fei3	chong1 hui3	赣			46		
冷光	laŋ3 kuɔŋ1	lang3 guong1	leng3 guang1	赣			46		
冷面	laŋ3 miɛn6	lang3 mien5	leng3 mian4	赣			46		
凉山	liɔŋ5 san1	liong4 san1	liang2 shan1	赣			46		
几头	tɕi3 tʰɛu2	ji3 teu2	ji3 tou2	赣			46		
几起	tɕi3 tɕʰi3	ji3 qi3	ji3 qi3	赣			46		
凯里	kʰai3 li3	kai3 li3	kai3 li3	赣			46		
出版界	tsʰuʔ7 pan3 kai5	cuk6 ban3 gai4	chu1 ban3 jie4	赣			46		
出航	tsʰuʔ7 hɔŋ2	cuk6 hong2	chu1 hang2	赣			46		
分装	fɨn1 tsɔŋ1	fen1 zong1	fen1 zhuang1	赣			46		
切切	tɕʰiɛt7 tɕʰiɛt7	qiet6 qiet6	qie1 qie1	赣			46		
刚劲	kɔŋ1 tɕin5	gong1 jin4	gang1 jing4	赣			46		
别来无恙	pʰiɛt8 lei5 u5 iɔŋ6	piet7 lei4 wu4 yong5	bie2 lai2 wu2 yang4	赣			46		
到户	tau5 fu6	dau4 fu5	dao4 hu4	赣			46		
制做	tsɿ5 tsu5	zi4 zu4	zhi4 zuo4	赣			46		
削平	ɕiɔʔ7 pʰin2	xiok6 pin2	xue1 ping2	赣			46		
前仰后合	tɕʰiɛn2 ȵiɔŋ3 hɛu6 hot8	qien2 niong3 heu5 hot7	qian2 yang3 hou4 he2	赣			46		
前臂	tɕʰiɛn2 pi5	qien2 bi4	qian2 bi4	赣			46		
割草	kot7 tsʰau3	got6 cau3	ge1 cao3	赣			46		
办事员	pʰan6 sɿ6 yon5	pan5 si5 yuon4	ban4 shi4 yuan2	赣			46		
劣等	liɛt7 tɛn3	liet6 den3	lie4 deng3	赣			46		
劳心	lau5 ɕin1	lau4 xin1	lao2 xin1	赣			46		
千万年	tɕʰiɛn1 uan6 ȵiɛn5	qien1 wan5 nien4	qian1 wan4 nian2	赣			46		
千瓦时	tɕʰiɛn1 ua3 sɿ5	qien1 wa3 si4	qian1 wa3 shi2	赣			46		
半点儿	pon5 tiɛn3 ɵ5	bon4 dien3 o4	ban4 dian3 er5	官			46		
